Region;Year;Industry;Professional position;Total ;Women;Men;Gender Pay Gap
Lake Geneva;2014;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lower management;8 000  ;7 714 ;8 019  ;#WERT!
Lake Geneva;2014;Transportation and storage;Lower management;7 797 ;*  ;8 340 ;#WERT!
Lake Geneva;2014;Hotels and restaurants;Lower management;5 288  ;4 930 ;5 614  ;#WERT!
Lake Geneva;2014;Information and communication;Lower management;9 896  ;8 841  ;10 109  ;1 268
Lake Geneva;2014;Financial and insurance services;Lower management;11 634  ;10 833  ;12 123  ;1 290
Lake Geneva;2014;Professional, scientific and technical services;Lower management;9 219 ;8 716 ;9 555 ;#WERT!
Lake Geneva;2014;Other business services;Lower management;6 654 ;6 236 ;6 654  ;#WERT!
Lake Geneva;2014;Health and social work;Lower management;7 260  ;7 014  ;7 873  ; 859
Lake Geneva;2014;Arts, entertainment and recreation;Lower management;8 051 ;7 741 ;8 255 ;#WERT!
Lake Geneva;2014;Other service activities Other service activities;Lower management;7 896  ;7 632 ;8 750 ;#WERT!
Lake Geneva;2014;TOTAL;Lowest management;6 655  ;6 403  ;6 771  ; 368
Lake Geneva;2014;SECTOR 2 PRODUCTION;Lowest management;6 791  ;6 695  ;6 804  ; 109
Lake Geneva;2014;Mining and quarrying;Lowest management;*  ;*  ;*  ;#WERT!
Lake Geneva;2014;Manufacturing/production of Goods;Lowest management;7 040  ;6 826  ;7 109  ; 283
Lake Geneva;2014;"Water supply; sewage and waste disposal";Lowest management;*  ;*  ;*  ;#WERT!
Lake Geneva;2014;Construction ;Lowest management;6 696  ;6 361  ;6 696  ; 335
Lake Geneva;2014;SECTOR 3 SERVICES ;Lowest management;6 562  ;6 369  ;6 741  ; 372
Lake Geneva;2014;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;6 110  ;5 860  ;6 249  ; 389
Lake Geneva;2014;Transportation and storage;Lowest management;6 441  ;5 976  ;6 566  ; 590
Lake Geneva;2014;Hotels and restaurants;Lowest management;4 850  ;4 458  ;4 951  ; 493
Lake Geneva;2014;Information and communication;Lowest management;8 477  ;8 234  ;8 709  ; 475
Lake Geneva;2014;Financial and insurance services;Lowest management;9 193  ;8 814  ;9 596  ; 782
Lake Geneva;2014;Professional, scientific and technical services;Lowest management;8 235 ;7 800 ;8 483 ;#WERT!
Lake Geneva;2014;Other business services;Lowest management;5 655  ;6 017 ;5 500 ;#WERT!
Lake Geneva;2014;Health and social work;Lowest management;6 109  ;5 936  ;6 842  ; 906
Lake Geneva;2014;Arts, entertainment and recreation;Lowest management;5 847 ;6 470 ;5 398 ;#WERT!
Lake Geneva;2014;Other service activities Other service activities;Lowest management;6 216  ;5 783 ;7 128  ;#WERT!
Lake Geneva;2014;TOTAL;No management;5 515  ;5 200  ;5 701  ; 501
Lake Geneva;2014;SECTOR 2 PRODUCTION;No management;6 040  ;5 617  ;6 122  ; 505
Lake Geneva;2014;Mining and quarrying;No management;5 756  ;*  ;5 782  ;#WERT!
Lake Geneva;2014;Manufacturing/production of Goods;No management;6 133  ;5 549  ;6 376  ; 827
Lake Geneva;2014;"Water supply; sewage and waste disposal";No management;5 143  ;5 226 ;5 132  ;#WERT!
Lake Geneva;2014;Construction ;No management;5 863  ;5 496  ;5 877  ; 381
Lake Geneva;2014;SECTOR 3 SERVICES ;No management;5 170  ;5 100  ;5 221  ; 121
Lake Geneva;2014;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;4 762  ;4 515  ;5 007  ; 492
Lake Geneva;2014;Transportation and storage;No management;5 417  ;5 237  ;5 452  ; 215
Lake Geneva;2014;Hotels and restaurants;No management;3 949  ;3 817  ;4 093  ; 276
Lake Geneva;2014;Information and communication;No management;7 097  ;6 283  ;7 466  ;1 183
Lake Geneva;2014;Financial and insurance services;No management;7 292  ;6 954  ;7 843  ; 889
Lake Geneva;2014;Professional, scientific and technical services;No management;6 449  ;6 349  ;6 567  ; 218
Lake Geneva;2014;Other business services;No management;4 778  ;4 394  ;4 892  ; 498
Lake Geneva;2014;Health and social work;No management;5 679  ;5 606  ;6 103  ; 497
Lake Geneva;2014;Arts, entertainment and recreation;No management;5 683  ;6 094 ;5 525  ;#WERT!
Lake Geneva;2014;Other service activities Other service activities;No management;4 980  ;4 387 ;5 953  ;#WERT!
Lake Geneva;2012;TOTAL;Total ;6 190  ;5 633  ;6 531  ; 898
Lake Geneva;2012;SECTOR 2 PRODUCTION;Total ;6 426  ;5 888  ;6 540  ; 652
Lake Geneva;2012;Mining and quarrying;Total ;5 945  ;*  ;5 975  ;#WERT!
Lake Geneva;2012;Manufacturing/production of Goods;Total ;6 765  ;5 906  ;7 119  ;1 213
Lake Geneva;2012;"Water supply; sewage and waste disposal";Total ;5 354  ;5 098 ;5 371  ;#WERT!
Lake Geneva;2012;Construction ;Total ;6 134  ;5 778  ;6 157  ; 379
Lake Geneva;2012;SECTOR 3 SERVICES ;Total ;6 025  ;5 586  ;6 517  ; 931
Lake Geneva;2012;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Total ;5 365  ;4 698  ;5 822  ;1 124
Lake Geneva;2012;Transportation and storage;Total ;5 421  ;5 450  ;5 414  ;- 36
Lake Geneva;2012;Hotels and restaurants;Total ;4 085  ;3 889  ;4 333  ; 444
Lake Geneva;2012;Information and communication;Total ;8 101  ;6 893  ;8 471  ;1 578
Lake Geneva;2012;Financial and insurance services;Total ;9 708  ;7 878  ;11 170  ;3 292
Lake Geneva;2012;Professional, scientific and technical services;Total ;7 729  ;6 694  ;8 842  ;2 148
Lake Geneva;2012;Other business services;Total ;5 322  ;4 960  ;5 448  ; 488
Lake Geneva;2012;Health and social work;Total ;5 990  ;5 825  ;6 670  ; 845
Lake Geneva;2012;Arts, entertainment and recreation;Total ;6 538  ;6 572  ;6 538  ;- 34
Lake Geneva;2012;Other service activities Other service activities;Total ;6 353  ;5 568  ;7 698  ;2 130
Lake Geneva;2012;TOTAL;Top, upper,  middle management;10 637  ;8 920  ;11 377  ;2 457
Lake Geneva;2012;SECTOR 2 PRODUCTION;Top, upper,  middle management;9 250  ;7 800  ;9 500  ;1 700
Lake Geneva;2012;Mining and quarrying;Top, upper,  middle management;*  ;*  ;*  ;#WERT!
Lake Geneva;2012;Manufacturing/production of Goods;Top, upper,  middle management;10 000  ;9 189  ;10 078  ; 889
Lake Geneva;2012;"Water supply; sewage and waste disposal";Top, upper,  middle management;9 333 ;*  ;*  ;#WERT!
Lake Geneva;2012;Construction ;Top, upper,  middle management;8 534  ;6 717 ;8 672  ;#WERT!
Lake Geneva;2012;SECTOR 3 SERVICES ;Top, upper,  middle management;10 996  ;9 045  ;12 004  ;2 959
Lake Geneva;2012;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Top, upper,  middle management;9 750  ;8 500  ;10 417  ;1 917
Lake Geneva;2012;Transportation and storage;Top, upper,  middle management;9 723 ;7 644  ;10 282 ;#WERT!
Lake Geneva;2012;Hotels and restaurants;Top, upper,  middle management;5 373  ;4 952  ;5 652  ; 700
Lake Geneva;2012;Information and communication;Top, upper,  middle management;11 098  ;8 883  ;11 584  ;2 701
Lake Geneva;2012;Financial and insurance services;Top, upper,  middle management;16 952  ;14 930  ;17 662  ;2 732
Lake Geneva;2012;Professional, scientific and technical services;Top, upper,  middle management;12 752  ;11 333 ;13 083  ;#WERT!
Lake Geneva;2012;Other business services;Top, upper,  middle management;10 162 ;8 123 ;10 983 ;#WERT!
Lake Geneva;2012;Health and social work;Top, upper,  middle management;9 864  ;9 444  ;10 448  ;1 004
Lake Geneva;2012;Arts, entertainment and recreation;Top, upper,  middle management;7 998 ;6 580 ;8 773 ;#WERT!
Lake Geneva;2012;Other service activities Other service activities;Top, upper,  middle management;8 846  ;8 000 ;9 524 ;#WERT!
Lake Geneva;2012;TOTAL;Lower management;8 700  ;8 095  ;9 132  ;1 037
Lake Geneva;2012;SECTOR 2 PRODUCTION;Lower management;8 406  ;7 897  ;8 480  ; 583
Lake Geneva;2012;Mining and quarrying;Lower management;*  ;*  ;*  ;#WERT!
Lake Geneva;2012;Manufacturing/production of Goods;Lower management;9 285  ;8 836  ;9 388  ; 552
Lake Geneva;2012;"Water supply; sewage and waste disposal";Lower management;*  ;*  ;*  ;#WERT!
Lake Geneva;2012;Construction ;Lower management;7 398  ;6 507 ;7 512  ;#WERT!
Lake Geneva;2012;SECTOR 3 SERVICES ;Lower management;8 767  ;8 125  ;9 363  ;1 238
Lake Geneva;2012;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lower management;8 050  ;7 880 ;8 223  ;#WERT!
Lake Geneva;2012;Transportation and storage;Lower management;7 189  ;6 467 ;7 340  ;#WERT!
Lake Geneva;2012;Hotels and restaurants;Lower management;4 743  ;4 068 ;5 055  ;#WERT!
Lake Geneva;2012;Information and communication;Lower management;9 859  ;9 129  ;9 967  ; 838
Lake Geneva;2012;Financial and insurance services;Lower management;11 614  ;10 713  ;12 140  ;1 427
Lake Geneva;2012;Professional, scientific and technical services;Lower management;8 667  ;8 331  ;9 104  ; 773
Lake Geneva;2012;Other business services;Lower management;7 918  ;7 461 ;8 053 ;#WERT!
Lake Geneva;2012;Health and social work;Lower management;7 940  ;7 712  ;8 355  ; 643
Lake Geneva;2012;Arts, entertainment and recreation;Lower management;8 228 ;7 942 ;8 776 ;#WERT!
Lake Geneva;2012;Other service activities Other service activities;Lower management;7 920  ;7 647  ;8 814 ;#WERT!
Lake Geneva;2012;TOTAL;Lowest management;6 782  ;6 500  ;6 900  ; 400
Lake Geneva;2012;SECTOR 2 PRODUCTION;Lowest management;6 779  ;6 433  ;6 824  ; 391
Lake Geneva;2012;Mining and quarrying;Lowest management;*  ;*  ;*  ;#WERT!
Lake Geneva;2012;Manufacturing/production of Goods;Lowest management;6 902  ;6 347  ;7 013  ; 666
Lake Geneva;2012;"Water supply; sewage and waste disposal";Lowest management;6 274  ;*  ;*  ;#WERT!
Lake Geneva;2012;Construction ;Lowest management;6 626  ;6 455 ;6 637  ;#WERT!
Lake Geneva;2012;SECTOR 3 SERVICES ;Lowest management;6 788  ;6 507  ;7 035  ; 528
Lake Geneva;2012;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;5 864  ;5 574  ;6 036  ; 462
Lake Geneva;2012;Transportation and storage;Lowest management;6 039  ;5 612  ;6 169  ; 557
Lake Geneva;2012;Hotels and restaurants;Lowest management;4 603  ;4 264  ;4 794  ; 530
Lake Geneva;2012;Information and communication;Lowest management;8 333  ;7 447  ;8 471  ;1 024
Lake Geneva;2012;Financial and insurance services;Lowest management;9 727  ;9 064  ;10 076  ;1 012
Lake Geneva;2012;Professional, scientific and technical services;Lowest management;7 204  ;6 650  ;7 496  ; 846
Lake Geneva;2012;Other business services;Lowest management;6 219 ;6 193  ;6 219 ;#WERT!
Lake Geneva;2012;Health and social work;Lowest management;7 129  ;7 091  ;7 263  ; 172
Lake Geneva;2012;Arts, entertainment and recreation;Lowest management;7 061 ;7 518 ;6 740 ;#WERT!
Lake Geneva;2012;Other service activities Other service activities;Lowest management;6 500 ;5 842 ;7 698 ;#WERT!
Lake Geneva;2012;TOTAL;No management;5 517  ;5 126  ;5 746  ; 620
Lake Geneva;2012;SECTOR 2 PRODUCTION;No management;6 123  ;5 680  ;6 213  ; 533
Lake Geneva;2012;Mining and quarrying;No management;5 429  ;*  ;5 669  ;#WERT!
Lake Geneva;2012;Manufacturing/production of Goods;No management;6 424  ;5 712  ;6 753  ;1 041
Lake Geneva;2012;"Water supply; sewage and waste disposal";No management;5 065  ;*  ;5 094  ;#WERT!
Lake Geneva;2012;Construction ;No management;5 844  ;5 424  ;5 871  ; 447
Lake Geneva;2012;SECTOR 3 SERVICES ;No management;5 165  ;5 008  ;5 308  ; 300
Lake Geneva;2012;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;4 706  ;4 362  ;5 068  ; 706
Lake Geneva;2012;Transportation and storage;No management;5 101  ;5 159  ;5 090  ;- 69
Lake Geneva;2012;Hotels and restaurants;No management;3 919  ;3 793  ;4 042  ; 249
Lake Geneva;2012;Information and communication;No management;6 861  ;6 275  ;7 033  ; 758
Lake Geneva;2012;Financial and insurance services;No management;7 038  ;6 584  ;7 583  ; 999
Lake Geneva;2012;Professional, scientific and technical services;No management;5 958  ;5 811  ;6 237  ; 426
Lake Geneva;2012;Other business services;No management;5 004  ;4 551  ;5 143  ; 592
Lake Geneva;2012;Health and social work;No management;5 590  ;5 525  ;5 916  ; 391
Lake Geneva;2012;Arts, entertainment and recreation;No management;5 672 ;5 904  ;5 476 ;#WERT!
Lake Geneva;2012;Other service activities Other service activities;No management;5 245 ;4 436 ;6 087 ;#WERT!
Midlands;2020;TOTAL;Total ;6 217;5 690;6 535; 845
Midlands;2020;SECTOR 2 PRODUCTION;Total ;6 284;5 477;6 472; 995
Midlands;2020;Mining and quarrying;Total ;6 333;*;6 404;#WERT!
Midlands;2020;Manufacturing/production of Goods;Total ;6 232;5 390;6 571;1 181
Midlands;2020;"Water supply; sewage and waste disposal";Total ;6 283;6 384;6 273;- 111
Midlands;2020;Construction ;Total ;6 265;6 034;6 276; 242
Midlands;2020;SECTOR 3 SERVICES ;Total ;6 174;5 760;6 631; 871
Midlands;2020;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Total ;5 549;5 037;6 035; 998
Midlands;2020;Transportation and storage;Total ;6 063;5 873;6 124; 251
Midlands;2020;Hotels and restaurants;Total ;4 444;4 381;4 582; 201
Midlands;2020;Information and communication;Total ;8 741;7 016;9 412;2 396
Midlands;2020;Financial and insurance services;Total ;8 132;6 986;9 670;2 684
Midlands;2020;Professional, scientific and technical services;Total ;7 379;6 498;8 136;1 638
Midlands;2020;Other business services;Total ;5 619;5 001;5 878; 877
Midlands;2020;Health and social work;Total ;6 198;6 032;6 886; 854
Midlands;2020;Arts, entertainment and recreation;Total ;5 810;5 498;6 118; 620
Midlands;2020;Other service activities Other service activities;Total ;6 691;6 250;7 363;1 113
Midlands;2020;TOTAL;Top, upper,  middle management;9 228;7 849;9 652;1 803
Midlands;2020;SECTOR 2 PRODUCTION;Top, upper,  middle management;9 203;8 218;9 347;1 129
Midlands;2020;Mining and quarrying;Top, upper,  middle management;*;*;*;#WERT!
Midlands;2020;Manufacturing/production of Goods;Top, upper,  middle management;9 554;8 284;9 722;1 438
Midlands;2020;"Water supply; sewage and waste disposal";Top, upper,  middle management;9 398;*;9 398;#WERT!
Midlands;2020;Construction ;Top, upper,  middle management;8 267;7 192;8 432;1 240
Midlands;2020;SECTOR 3 SERVICES ;Top, upper,  middle management;9 241;7 779;9 956;2 177
Midlands;2020;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Top, upper,  middle management;8 109;6 627;8 728;2 101
Midlands;2020;Transportation and storage;Top, upper,  middle management;7 892;7 331;7 892; 561
Midlands;2020;Hotels and restaurants;Top, upper,  middle management;5 467;5 057;5 798; 741
Midlands;2020;Information and communication;Top, upper,  middle management;12 701;10 873;12 908;2 035
Midlands;2020;Financial and insurance services;Top, upper,  middle management;12 215;10 831;12 677;1 846
Midlands;2020;Professional, scientific and technical services;Top, upper,  middle management;10 634;8 876;11 042;2 166
Midlands;2020;Other business services;Top, upper,  middle management;8 049;7 427;8 340; 913
Midlands;2020;Health and social work;Top, upper,  middle management;9 363;8 440;11 111;2 671
Midlands;2020;Arts, entertainment and recreation;Top, upper,  middle management;7 788;7 266;8 157; 891
Midlands;2020;Other service activities Other service activities;Top, upper,  middle management;8 701;8 148;9 261;1 113
Midlands;2020;TOTAL;Lower management;7 696;7 118;8 002; 884
Midlands;2020;SECTOR 2 PRODUCTION;Lower management;7 867;7 268;7 966; 698
Midlands;2020;Mining and quarrying;Lower management;*;-;*;#WERT!
Midlands;2020;Manufacturing/production of Goods;Lower management;8 080;7 290;8 216; 926
Midlands;2020;"Water supply; sewage and waste disposal";Lower management;*;*;*;#WERT!
Midlands;2020;Construction ;Lower management;7 442;6 694;7 456; 762
Midlands;2020;SECTOR 3 SERVICES ;Lower management;7 591;7 057;8 048; 991
Midlands;2020;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lower management;6 894;6 421;7 190; 769
Midlands;2020;Transportation and storage;Lower management;8 437;7 458;8 686;1 228
Midlands;2020;Hotels and restaurants;Lower management;5 159;4 932;5 405; 473
Midlands;2020;Information and communication;Lower management;9 723;8 000;10 185;2 185
Midlands;2020;Financial and insurance services;Lower management;9 601;8 613;10 238;1 625
Midlands;2020;Professional, scientific and technical services;Lower management;8 139;7 500;8 410; 910
Midlands;2020;Other business services;Lower management;6 786;6 403;6 911; 508
Midlands;2020;Health and social work;Lower management;7 701;7 414;8 139; 725
Midlands;2020;Arts, entertainment and recreation;Lower management;6 629;6 299;6 995; 696
Midlands;2020;Other service activities Other service activities;Lower management;7 472;7 029;8 022; 993
Midlands;2020;TOTAL;Lowest management;6 631;6 180;6 892; 712
Midlands;2020;SECTOR 2 PRODUCTION;Lowest management;6 836;6 328;6 935; 607
Midlands;2020;Mining and quarrying;Lowest management;*;-;*;#WERT!
Midlands;2020;Manufacturing/production of Goods;Lowest management;6 880;6 310;7 040; 730
Midlands;2020;"Water supply; sewage and waste disposal";Lowest management;6 830;*;6 828;#WERT!
Midlands;2020;Construction ;Lowest management;6 658;6 194;6 664; 470
Midlands;2020;SECTOR 3 SERVICES ;Lowest management;6 430;6 147;6 804; 657
Midlands;2020;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;5 935;5 531;6 339; 808
Midlands;2020;Transportation and storage;Lowest management;7 131;5 751;7 328;1 577
Midlands;2020;Hotels and restaurants;Lowest management;4 763;4 701;4 889; 188
Midlands;2020;Information and communication;Lowest management;8 832;7 338;9 331;1 993
Midlands;2020;Financial and insurance services;Lowest management;7 766;7 616;8 046; 430
