Year;Region;Industry;professional position category;Gross Pay Total ;Gross Pay Women ;Gross Pay Men ;Gender Pay Gap;;;;;;;;;;;
2020;Ticino;Information and communication;Lower management;5 835;*;6 664;#WERT!;;;;;;;;;;;
2020;Ticino;Financial and insurance services;Lower management;9 566;8 615;10 000;1 385;;;;;;;;;;;
2020;Ticino;Professional, scientific and technical services;Lower management;6 705;6 190;7 101; 911;;;;;;;;;;;
2020;Ticino;Other business services;Lower management;5 768;*;5 794;#WERT!;;;;;;;;;;;
2020;Ticino;Health and social work;Lower management;6 248;6 216;6 873; 657;;;;;;;;;;;
2020;Ticino;Arts, entertainment and recreation;Lower management;6 155;*;*;#WERT!;;;;;;;;;;;
2020;Ticino;Other service activities Other service activities;Lower management;6 482;6 015;*;#WERT!;;;;;;;;;;;
2020;Ticino;TOTAL;Lowest management;5 942;5 675;6 090; 415;;;;;;;;;;;
2020;Ticino;SECTOR 2 PRODUCTION;Lowest management;5 861;5 132;5 968; 836;;;;;;;;;;;
2020;Ticino;Mining and quarrying;Lowest management;*;*;*;#WERT!;;;;;;;;;;;
2020;Ticino;Manufacturing/production of Goods;Lowest management;5 190;4 761;5 327; 566;;;;;;;;;;;
2020;Ticino;"Water supply; sewage and waste disposal";Lowest management;*;*;*;#WERT!;;;;;;;;;;;
2020;Ticino;Construction ;Lowest management;6 157;*;6 141;#WERT!;;;;;;;;;;;
2020;Ticino;SECTOR 3 SERVICES ;Lowest management;5 970;5 725;6 211; 486;;;;;;;;;;;
2020;Ticino;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;5 522;5 279;5 738; 459;;;;;;;;;;;
2020;Ticino;Transportation and storage;Lowest management;4 745;*;4 794;#WERT!;;;;;;;;;;;
2020;Ticino;Hotels and restaurants;Lowest management;4 285;*;4 382;#WERT!;;;;;;;;;;;
2020;Ticino;Information and communication;Lowest management;6 349;*;6 535;#WERT!;;;;;;;;;;;
2020;Ticino;Financial and insurance services;Lowest management;7 459;6 657;8 046;1 389;;;;;;;;;;;
2020;Ticino;Professional, scientific and technical services;Lowest management;5 968;5 423;6 410; 987;;;;;;;;;;;
2020;Ticino;Other business services;Lowest management;5 416;4 595;5 892;1 297;;;;;;;;;;;
2020;Ticino;Health and social work;Lowest management;6 573;6 357;7 141; 784;;;;;;;;;;;
2020;Ticino;Arts, entertainment and recreation;Lowest management;5 975;*;5 987;#WERT!;;;;;;;;;;;
2020;Ticino;Other service activities Other service activities;Lowest management;4 921;4 114;5 789;1 675;;;;;;;;;;;
2020;Ticino;TOTAL;No management;5 137;4 919;5 273; 354;;;;;;;;;;;
2020;Ticino;SECTOR 2 PRODUCTION;No management;4 726;3 521;5 128;1 607;;;;;;;;;;;
2020;Ticino;Mining and quarrying;No management;5 890;*;5 890;#WERT!;;;;;;;;;;;
2020;Ticino;Manufacturing/production of Goods;No management;4 063;3 444;4 449;1 005;;;;;;;;;;;
2020;Ticino;"Water supply; sewage and waste disposal";No management;4 576;*;4 489;#WERT!;;;;;;;;;;;
2020;Ticino;Construction ;No management;5 639;4 603;5 672;1 069;;;;;;;;;;;
2020;Ticino;SECTOR 3 SERVICES ;No management;5 320;5 252;5 368; 116;;;;;;;;;;;
2020;Ticino;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;4 659;4 561;4 769; 208;;;;;;;;;;;
2020;Ticino;Transportation and storage;No management;4 474;4 049;4 634; 585;;;;;;;;;;;
2020;Ticino;Hotels and restaurants;No management;3 859;3 766;3 921; 155;;;;;;;;;;;
2020;Ticino;Information and communication;No management;5 498;4 863;5 739; 876;;;;;;;;;;;
2020;Ticino;Financial and insurance services;No management;6 017;5 775;6 576; 801;;;;;;;;;;;
2020;Ticino;Professional, scientific and technical services;No management;5 054;4 689;5 524; 835;;;;;;;;;;;
2020;Ticino;Other business services;No management;4 755;3 791;5 070;1 279;;;;;;;;;;;
2020;Ticino;Health and social work;No management;5 850;5 764;6 139; 375;;;;;;;;;;;
2020;Ticino;Arts, entertainment and recreation;No management;4 916;4 573;5 164; 591;;;;;;;;;;;
2020;Ticino;Other service activities Other service activities;No management;4 252;3 862;4 806; 944;;;;;;;;;;;
2018;Ticino;TOTAL;Total ;5 363;4 836;5 617; 781;;;;;;;;;;;
2018;Ticino;SECTOR 2 PRODUCTION;Total ;5 230;3 693;5 535;1 842;;;;;;;;;;;
2018;Ticino;Mining and quarrying;Total ;*;*;*;#WERT!;;;;;;;;;;;
2018;Ticino;Manufacturing/production of Goods;Total ;4 494;3 541;4 977;1 436;;;;;;;;;;;
2018;Ticino;"Water supply; sewage and waste disposal";Total ;4 715;*;4 715;#WERT!;;;;;;;;;;;
2018;Ticino;Construction ;Total ;5 956;5 830;5 956; 126;;;;;;;;;;;
2018;Ticino;SECTOR 3 SERVICES ;Total ;5 420;5 120;5 696; 576;;;;;;;;;;;
2018;Ticino;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Total ;4 957;4 625;5 262; 637;;;;;;;;;;;
2018;Ticino;Transportation and storage;Total ;4 940;4 333;5 122; 789;;;;;;;;;;;
2018;Ticino;Hotels and restaurants;Total ;4 024;3 816;4 182; 366;;;;;;;;;;;
2018;Ticino;Information and communication;Total ;6 300;4 883;6 807;1 924;;;;;;;;;;;
2018;Ticino;Financial and insurance services;Total ;7 569;6 124;9 136;3 012;;;;;;;;;;;
2018;Ticino;Professional, scientific and technical services;Total ;5 864;5 159;6 526;1 367;;;;;;;;;;;
2018;Ticino;Other business services;Total ;4 812;4 236;4 889; 653;;;;;;;;;;;
2018;Ticino;Health and social work;Total ;5 945;5 687;6 695;1 008;;;;;;;;;;;
2018;Ticino;Arts, entertainment and recreation;Total ;4 826;4 570;4 996; 426;;;;;;;;;;;
2018;Ticino;Other service activities Other service activities;Total ;4 845;4 548;5 091; 543;;;;;;;;;;;
2018;Ticino;TOTAL;Top, upper,  middle management;8 254;6 717;8 905;2 188;;;;;;;;;;;
2018;Ticino;SECTOR 2 PRODUCTION;Top, upper,  middle management;7 982;7 362;8 016; 654;;;;;;;;;;;
2018;Ticino;Mining and quarrying;Top, upper,  middle management;*;-;*;#WERT!;;;;;;;;;;;
2018;Ticino;Manufacturing/production of Goods;Top, upper,  middle management;8 287;6 693;8 645;1 952;;;;;;;;;;;
2018;Ticino;"Water supply; sewage and waste disposal";Top, upper,  middle management;*;*;*;#WERT!;;;;;;;;;;;
2018;Ticino;Construction ;Top, upper,  middle management;7 675;*;7 908;#WERT!;;;;;;;;;;;
2018;Ticino;SECTOR 3 SERVICES ;Top, upper,  middle management;8 558;6 525;9 595;3 070;;;;;;;;;;;
2018;Ticino;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Top, upper,  middle management;8 422;6 626;8 941;2 315;;;;;;;;;;;
2018;Ticino;Transportation and storage;Top, upper,  middle management;7 138;*;7 292;#WERT!;;;;;;;;;;;
2018;Ticino;Hotels and restaurants;Top, upper,  middle management;5 196;4 439;5 473;1 034;;;;;;;;;;;
2018;Ticino;Information and communication;Top, upper,  middle management;9 726;*;10 397;#WERT!;;;;;;;;;;;
2018;Ticino;Financial and insurance services;Top, upper,  middle management;14 020;11 966;14 367;2 401;;;;;;;;;;;
2018;Ticino;Professional, scientific and technical services;Top, upper,  middle management;9 143;6 717;9 750;3 033;;;;;;;;;;;
2018;Ticino;Other business services;Top, upper,  middle management;6 882;6 424;7 231; 807;;;;;;;;;;;
2018;Ticino;Health and social work;Top, upper,  middle management;8 587;6 058;11 139;5 081;;;;;;;;;;;
2018;Ticino;Arts, entertainment and recreation;Top, upper,  middle management;5 833;*;5 833;#WERT!;;;;;;;;;;;
2018;Ticino;Other service activities Other service activities;Top, upper,  middle management;6 449;6 163;7 486;1 323;;;;;;;;;;;
2018;Ticino;TOTAL;Lower management;6 338;5 883;6 389; 506;;;;;;;;;;;
2018;Ticino;SECTOR 2 PRODUCTION;Lower management;5 691;5 349;5 691; 342;;;;;;;;;;;
2018;Ticino;Mining and quarrying;Lower management;*;*;*;#WERT!;;;;;;;;;;;
2018;Ticino;Manufacturing/production of Goods;Lower management;6 258;5 635;6 431; 796;;;;;;;;;;;
2018;Ticino;"Water supply; sewage and waste disposal";Lower management;*;*;*;#WERT!;;;;;;;;;;;
2018;Ticino;Construction ;Lower management;5 611;*;5 611;#WERT!;;;;;;;;;;;
2018;Ticino;SECTOR 3 SERVICES ;Lower management;6 567;6 025;7 061;1 036;;;;;;;;;;;
2018;Ticino;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lower management;5 812;5 684;6 109; 425;;;;;;;;;;;
2018;Ticino;Transportation and storage;Lower management;*;*;*;#WERT!;;;;;;;;;;;
2018;Ticino;Hotels and restaurants;Lower management;4 502;*;4 643;#WERT!;;;;;;;;;;;
2018;Ticino;Information and communication;Lower management;7 933;*;8 631;#WERT!;;;;;;;;;;;
2018;Ticino;Financial and insurance services;Lower management;8 566;7 917;9 088;1 171;;;;;;;;;;;
2018;Ticino;Professional, scientific and technical services;Lower management;6 329;5 811;6 965;1 154;;;;;;;;;;;
2018;Ticino;Other business services;Lower management;6 519;*;*;#WERT!;;;;;;;;;;;
2018;Ticino;Health and social work;Lower management;6 590;6 224;6 970; 746;;;;;;;;;;;
2018;Ticino;Arts, entertainment and recreation;Lower management;5 417;*;*;#WERT!;;;;;;;;;;;
2018;Ticino;Other service activities Other service activities;Lower management;5 625;*;*;#WERT!;;;;;;;;;;;
2018;Ticino;TOTAL;Lowest management;5 813;5 443;6 016; 573;;;;;;;;;;;
2018;Ticino;SECTOR 2 PRODUCTION;Lowest management;5 808;4 658;6 045;1 387;;;;;;;;;;;
2018;Ticino;Mining and quarrying;Lowest management;*;-;*;#WERT!;;;;;;;;;;;
2018;Ticino;Manufacturing/production of Goods;Lowest management;5 280;4 503;5 500; 997;;;;;;;;;;;
2018;Ticino;"Water supply; sewage and waste disposal";Lowest management;*;*;*;#WERT!;;;;;;;;;;;
2018;Ticino;Construction ;Lowest management;6 338;*;6 370;#WERT!;;;;;;;;;;;
2018;Ticino;SECTOR 3 SERVICES ;Lowest management;5 827;5 642;6 000; 358;;;;;;;;;;;
2018;Ticino;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;5 147;5 059;5 231; 172;;;;;;;;;;;
2018;Ticino;Transportation and storage;Lowest management;5 195;*;5 599;#WERT!;;;;;;;;;;;
2018;Ticino;Hotels and restaurants;Lowest management;4 235;*;4 318;#WERT!;;;;;;;;;;;
2018;Ticino;Information and communication;Lowest management;6 223;*;6 277;#WERT!;;;;;;;;;;;
2018;Ticino;Financial and insurance services;Lowest management;7 302;6 667;8 028;1 361;;;;;;;;;;;
2018;Ticino;Professional, scientific and technical services;Lowest management;6 000;5 516;6 351; 835;;;;;;;;;;;
2018;Ticino;Other business services;Lowest management;5 092;5 061;5 137; 76;;;;;;;;;;;
2018;Ticino;Health and social work;Lowest management;7 152;6 778;7 938;1 160;;;;;;;;;;;
2018;Ticino;Arts, entertainment and recreation;Lowest management;5 387;5 387;5 419; 32;;;;;;;;;;;
2018;Ticino;Other service activities Other service activities;Lowest management;4 704;4 333;*;#WERT!;;;;;;;;;;;
2018;Ticino;TOTAL;No management;4 852;4 473;5 094; 621;;;;;;;;;;;
2018;Ticino;SECTOR 2 PRODUCTION;No management;4 611;3 476;5 146;1 670;;;;;;;;;;;
2018;Ticino;Mining and quarrying;No management;*;*;*;#WERT!;;;;;;;;;;;
2018;Ticino;Manufacturing/production of Goods;No management;4 060;3 398;4 566;1 168;;;;;;;;;;;
2018;Ticino;"Water supply; sewage and waste disposal";No management;4 318;*;4 262;#WERT!;;;;;;;;;;;
2018;Ticino;Construction ;No management;5 620;4 507;5 672;1 165;;;;;;;;;;;
2018;Ticino;SECTOR 3 SERVICES ;No management;4 950;4 848;5 033; 185;;;;;;;;;;;
2018;Ticino;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;4 567;4 346;4 762; 416;;;;;;;;;;;
2018;Ticino;Transportation and storage;No management;4 415;3 812;4 550; 738;;;;;;;;;;;
2018;Ticino;Hotels and restaurants;No management;3 853;3 766;3 942; 176;;;;;;;;;;;
2018;Ticino;Information and communication;No management;5 591;4 594;6 018;1 424;;;;;;;;;;;
2018;Ticino;Financial and insurance services;No management;5 946;5 600;6 351; 751;;;;;;;;;;;
2018;Ticino;Professional, scientific and technical services;No management;5 040;4 658;5 415; 757;;;;;;;;;;;
2018;Ticino;Other business services;No management;4 454;3 695;4 633; 938;;;;;;;;;;;
2018;Ticino;Health and social work;No management;5 674;5 608;6 018; 410;;;;;;;;;;;
2018;Ticino;Arts, entertainment and recreation;No management;4 334;4 333;4 483; 150;;;;;;;;;;;
2018;Ticino;Other service activities Other service activities;No management;4 251;4 091;4 507; 416;;;;;;;;;;;
2016;Ticino;TOTAL;Total ;5 563  ;5 119  ;5 810  ; 691;;;;;;;;;;;
2016;Ticino;SECTOR 2 PRODUCTION;Total ;5 305  ;3 791  ;5 550  ;1 759;;;;;;;;;;;
2016;Ticino;Mining and quarrying;Total ;5 871  ;*;5 871  ;#WERT!;;;;;;;;;;;
2016;Ticino;Manufacturing/production of Goods;Total ;4 586  ;3 612  ;5 009  ;1 397;;;;;;;;;;;
2016;Ticino;"Water supply; sewage and waste disposal";Total ;5 686  ;6 336 ;5 364  ;#WERT!;;;;;;;;;;;
2016;Ticino;Construction ;Total ;5 827  ;5 467 ;5 841  ;#WERT!;;;;;;;;;;;
2016;Ticino;SECTOR 3 SERVICES ;Total ;5 726  ;5 400  ;6 072  ; 672;;;;;;;;;;;
2016;Ticino;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Total ;5 012  ;4 588  ;5 337  ; 749;;;;;;;;;;;
2016;Ticino;Transportation and storage;Total ;5 035  ;4 500  ;5 175  ; 675;;;;;;;;;;;
2016;Ticino;Hotels and restaurants;Total ;4 110  ;3 931  ;4 230  ; 299;;;;;;;;;;;
2016;Ticino;Information and communication;Total ;5 503  ;4 739  ;5 813  ;1 074;;;;;;;;;;;
2016;Ticino;Financial and insurance services;Total ;8 050  ;6 530  ;9 468  ;2 938;;;;;;;;;;;
2016;Ticino;Professional, scientific and technical services;Total ;6 174  ;5 523  ;6 891  ;1 368;;;;;;;;;;;
2016;Ticino;Other business services;Total ;4 281 ;3 537  ;4 614 ;#WERT!;;;;;;;;;;;
2016;Ticino;Health and social work;Total ;6 134  ;5 879  ;6 889  ;1 010;;;;;;;;;;;
2016;Ticino;Arts, entertainment and recreation;Total ;5 651  ;5 515  ;5 750  ; 235;;;;;;;;;;;
2016;Ticino;Other service activities Other service activities;Total ;4 549 ;3 829 ;5 199  ;#WERT!;;;;;;;;;;;
2016;Ticino;TOTAL;Top, upper,  middle management;8 558  ;7 012  ;9 212  ;2 200;;;;;;;;;;;
2016;Ticino;SECTOR 2 PRODUCTION;Top, upper,  middle management;8 252  ;6 932  ;8 519  ;1 587;;;;;;;;;;;
2016;Ticino;Mining and quarrying;Top, upper,  middle management;*;*;*;#WERT!;;;;;;;;;;;
2016;Ticino;Manufacturing/production of Goods;Top, upper,  middle management;8 300  ;7 040  ;8 487  ;1 447;;;;;;;;;;;
2016;Ticino;"Water supply; sewage and waste disposal";Top, upper,  middle management;*;*;*;#WERT!;;;;;;;;;;;
2016;Ticino;Construction ;Top, upper,  middle management;7 750 ;*;8 252 ;#WERT!;;;;;;;;;;;
2016;Ticino;SECTOR 3 SERVICES ;Top, upper,  middle management;8 664  ;7 059  ;9 630  ;2 571;;;;;;;;;;;
2016;Ticino;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Top, upper,  middle management;8 141 ;6 941  ;9 174 ;#WERT!;;;;;;;;;;;
2016;Ticino;Transportation and storage;Top, upper,  middle management;7 396 ;*;7 635 ;#WERT!;;;;;;;;;;;
2016;Ticino;Hotels and restaurants;Top, upper,  middle management;4 852 ;4 653 ;5 363 ;#WERT!;;;;;;;;;;;
2016;Ticino;Information and communication;Top, upper,  middle management;8 506  ;*;8 622  ;#WERT!;;;;;;;;;;;
2016;Ticino;Financial and insurance services;Top, upper,  middle management;15 567  ;12 040  ;16 353  ;4 313;;;;;;;;;;;
2016;Ticino;Professional, scientific and technical services;Top, upper,  middle management;10 171 ;7 150 ;11 007 ;#WERT!;;;;;;;;;;;
2016;Ticino;Other business services;Top, upper,  middle management;6 448 ;*;6 271 ;#WERT!;;;;;;;;;;;
2016;Ticino;Health and social work;Top, upper,  middle management;8 879 ;7 081 ;11 303 ;#WERT!;;;;;;;;;;;
2016;Ticino;Arts, entertainment and recreation;Top, upper,  middle management;7 432 ;*;8 595 ;#WERT!;;;;;;;;;;;
2016;Ticino;Other service activities Other service activities;Top, upper,  middle management;5 918 ;*;6 476 ;#WERT!;;;;;;;;;;;
2016;Ticino;TOTAL;Lower management;6 793  ;6 710  ;6 810  ; 100;;;;;;;;;;;
2016;Ticino;SECTOR 2 PRODUCTION;Lower management;6 031  ;6 022  ;6 031  ; 9;;;;;;;;;;;
2016;Ticino;Mining and quarrying;Lower management;*;-;*;#WERT!;;;;;;;;;;;
2016;Ticino;Manufacturing/production of Goods;Lower management;6 255  ;5 543  ;6 447  ; 904;;;;;;;;;;;
2016;Ticino;"Water supply; sewage and waste disposal";Lower management;*;*;*;#WERT!;;;;;;;;;;;
2016;Ticino;Construction ;Lower management;5 920  ;*;5 820  ;#WERT!;;;;;;;;;;;
2016;Ticino;SECTOR 3 SERVICES ;Lower management;6 949  ;6 783  ;7 256  ; 473;;;;;;;;;;;
2016;Ticino;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lower management;6 262  ;6 426 ;6 253  ;#WERT!;;;;;;;;;;;
2016;Ticino;Transportation and storage;Lower management;4 567 ;*;4 835 ;#WERT!;;;;;;;;;;;
2016;Ticino;Hotels and restaurants;Lower management;4 853 ;*;*;#WERT!;;;;;;;;;;;
2016;Ticino;Information and communication;Lower management;6 689  ;*;6 793 ;#WERT!;;;;;;;;;;;
2016;Ticino;Financial and insurance services;Lower management;9 738  ;8 649  ;9 986  ;1 337;;;;;;;;;;;
2016;Ticino;Professional, scientific and technical services;Lower management;6 497  ;5 869 ;6 820  ;#WERT!;;;;;;;;;;;
2016;Ticino;Other business services;Lower management;*;*;*;#WERT!;;;;;;;;;;;
2016;Ticino;Health and social work;Lower management;7 103  ;7 051 ;7 242  ;#WERT!;;;;;;;;;;;
2016;Ticino;Arts, entertainment and recreation;Lower management;6 840  ;*;*;#WERT!;;;;;;;;;;;
2016;Ticino;Other service activities Other service activities;Lower management;5 616 ;5 091 ;*;#WERT!;;;;;;;;;;;
2016;Ticino;TOTAL;Lowest management;5 921  ;5 493  ;6 090  ; 597;;;;;;;;;;;
2016;Ticino;SECTOR 2 PRODUCTION;Lowest management;5 878  ;4 820  ;6 013  ;1 193;;;;;;;;;;;
2016;Ticino;Mining and quarrying;Lowest management;*;*;*;#WERT!;;;;;;;;;;;
2016;Ticino;Manufacturing/production of Goods;Lowest management;5 202  ;4 611  ;5 349  ; 738;;;;;;;;;;;
2016;Ticino;"Water supply; sewage and waste disposal";Lowest management;*;*;*;#WERT!;;;;;;;;;;;
2016;Ticino;Construction ;Lowest management;6 256  ;*;6 256  ;#WERT!;;;;;;;;;;;
2016;Ticino;SECTOR 3 SERVICES ;Lowest management;5 952  ;5 693  ;6 138  ; 445;;;;;;;;;;;
2016;Ticino;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;5 007  ;4 741  ;5 390  ; 649;;;;;;;;;;;
2016;Ticino;Transportation and storage;Lowest management;5 620 ;*;*;#WERT!;;;;;;;;;;;
2016;Ticino;Hotels and restaurants;Lowest management;4 698  ;*;5 003  ;#WERT!;;;;;;;;;;;
2016;Ticino;Information and communication;Lowest management;6 011 ;*;6 297  ;#WERT!;;;;;;;;;;;
2016;Ticino;Financial and insurance services;Lowest management;7 499  ;7 062  ;7 919  ; 857;;;;;;;;;;;
2016;Ticino;Professional, scientific and technical services;Lowest management;6 362 ;5 509 ;6 939 ;#WERT!;;;;;;;;;;;
2016;Ticino;Other business services;Lowest management;5 198 ;*;*;#WERT!;;;;;;;;;;;
2016;Ticino;Health and social work;Lowest management;7 148  ;6 761  ;7 768  ;1 007;;;;;;;;;;;
2016;Ticino;Arts, entertainment and recreation;Lowest management;5 928  ;5 922  ;6 015  ; 93;;;;;;;;;;;
2016;Ticino;Other service activities Other service activities;Lowest management;3 948 ;*;*;#WERT!;;;;;;;;;;;
2016;Ticino;TOTAL;No management;5 067  ;4 737  ;5 253  ; 516;;;;;;;;;;;
2016;Ticino;SECTOR 2 PRODUCTION;No management;4 881  ;3 592  ;5 218  ;1 626;;;;;;;;;;;
2016;Ticino;Mining and quarrying;No management;5 759  ;*;5 776  ;#WERT!;;;;;;;;;;;
2016;Ticino;Manufacturing/production of Goods;No management;4 179  ;3 466  ;4 613  ;1 147;;;;;;;;;;;
2016;Ticino;"Water supply; sewage and waste disposal";No management;5 439  ;*;5 338  ;#WERT!;;;;;;;;;;;
2016;Ticino;Construction ;No management;5 538  ;5 177 ;5 573  ;#WERT!;;;;;;;;;;;
2016;Ticino;SECTOR 3 SERVICES ;No management;5 176  ;5 049  ;5 283  ; 234;;;;;;;;;;;
2016;Ticino;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;4 459  ;4 324  ;4 632  ; 308;;;;;;;;;;;
2016;Ticino;Transportation and storage;No management;4 736  ;4 353 ;4 871  ;#WERT!;;;;;;;;;;;
2016;Ticino;Hotels and restaurants;No management;3 902  ;3 761  ;3 940  ; 179;;;;;;;;;;;
2016;Ticino;Information and communication;No management;4 721  ;4 139 ;4 833 ;#WERT!;;;;;;;;;;;
2016;Ticino;Financial and insurance services;No management;6 184  ;6 030  ;6 548  ; 518;;;;;;;;;;;
2016;Ticino;Professional, scientific and technical services;No management;5 307  ;4 874 ;5 528  ;#WERT!;;;;;;;;;;;
2016;Ticino;Other business services;No management;4 031 ;3 403  ;4 535 ;#WERT!;;;;;;;;;;;
